trans_id	strand	gene_id	gene_name	gene_biotype	gene_start	gene_stop	trans_start	trans_start	CDS_length	5UTR_length	3UTR_length	transcript_length
ENST00000355528	+	ENSG00000141556	TBCD	protein_coding	82752064	82945922	131	3709	3579	130	3459	7168
ENST00000336470	+	ENSG00000130119	GNL3L	protein_coding	54530211	54561071	140	1888	1749	139	469	2357
ENST00000535601	+	ENSG00000102241	HTATSF1	protein_coding	136497079	136512342	423	2690	2268	422	329	3019
ENST00000300151	-	ENSG00000166902	MRPL16	protein_coding	59806135	59810872	215	970	756	214	212	1182
ENST00000371122	-	ENSG00000102038	SMARCA1	protein_coding	129446505	129523500	131	3295	3165	130	804	4099
ENST00000300811	-	ENSG00000131116	ZNF428	protein_coding	43607219	43619874	448	1014	567	447	398	1412
ENST00000366991	+	ENSG00000143476	DTL	protein_coding	212035577	212105006	315	2507	2193	314	2066	4573
ENST00000296805	-	ENSG00000164347	GFM2	protein_coding	74721204	74767371	459	2798	2340	458	451	3249
ENST00000380817	-	ENSG00000100241	SBF1	protein_coding	50445000	50475024	185	5866	5682	184	2142	8008
ENST00000374403	+	ENSG00000090889	KIF4A	protein_coding	70290090	70420832	83	3781	3699	82	567	4348
ENST00000587303	-	ENSG00000105426	PTPRS	protein_coding	5206368	5286240	101	5947	5847	100	406	6353
ENST00000392481	-	ENSG00000163918	RFC4	protein_coding	186789895	186806695	283	1374	1092	282	74	1448
ENST00000368686	+	ENSG00000160679	CHTOP	protein_coding	153638342	153644385	9	314	306	8	1936	2250
ENST00000216129	-	ENSG00000100304	TTLL12	protein_coding	43166622	43187133	65	1999	1935	64	1386	3385
ENST00000381342	-	ENSG00000125835	SNRPB	protein_coding	2461634	2470853	164	859	696	163	295	1154
ENST00000581066	+	ENSG00000266472	MRPS21	protein_coding	150293920	150308979	448	711	264	447	751	1462
ENST00000218200	+	ENSG00000102081	FMR1	protein_coding	147911951	147951112	230	2065	1836	229	2268	4333
ENST00000393931	-	ENSG00000173801	JUP	protein_coding	41754604	41786698	120	2357	2238	119	1140	3497
ENST00000591399	-	ENSG00000132471	WBP2	protein_coding	75845720	75856507	426	1211	786	425	1014	2225
ENST00000372396	+	ENSG00000066135	KDM4A	protein_coding	43650158	43705515	135	3329	3195	134	1145	4474
ENST00000333479	+	ENSG00000184445	KNTC1	protein_coding	122527248	122626396	178	6807	6630	177	168	6975
ENST00000377819	+	ENSG00000133318	RTN3	protein_coding	63681483	63759885	155	3253	3099	154	1684	4937
ENST00000424576	-	ENSG00000089009	RPL6	protein_coding	112405203	112409596	187	1053	867	186	21	1074
ENST00000261167	-	ENSG00000084463	WBP11	protein_coding	14784579	14803540	235	2160	1926	234	2486	4646
ENST00000611055	+	ENSG00000148335	NTMT1	protein_coding	129626153	129636131	224	895	672	223	667	1562
ENST00000328827	-	ENSG00000177425	PAWR	protein_coding	79584874	79691097	374	1396	1023	373	7733	9129
ENST00000339399	+	ENSG00000136938	ANP32B	protein_coding	97983361	98015943	196	951	756	195	512	1463
ENST00000261507	+	ENSG00000052802	MSMO1	protein_coding	165327623	165343160	174	1055	882	173	1214	2269
ENST00000377199	-	ENSG00000204713	TRIM27	protein_coding	28903002	28923989	358	1899	1542	357	1068	2967
ENST00000371108	+	ENSG00000088035	ALG6	protein_coding	63367590	63438562	306	1829	1524	305	1542	3371
ENST00000322313	-	ENSG00000136709	WDR33	protein_coding	127701022	127811147	160	4170	4011	159	5301	9471
ENST00000300651	-	ENSG00000125686	MED1	protein_coding	39406601	39451286	225	4970	4746	224	874	5844
ENST00000370021	+	ENSG00000134186	PRPF38B	protein_coding	108692341	108701803	638	1945	1308	637	1783	3728
ENST00000263377	-	ENSG00000141867	BRD4	protein_coding	15235519	15280451	223	4311	4089	222	2858	7169
ENST00000509061	+	ENSG00000174720	LARP7	protein_coding	112637126	112657586	304	2073	1770	303	259	2332
ENST00000375114	+	ENSG00000125970	RALY	protein_coding	33993646	34084884	579	1451	873	578	4979	6430
ENST00000261637	+	ENSG00000120800	UTP20	protein_coding	101280109	101386616	175	8532	8358	174	493	9025
ENST00000404158	+	ENSG00000167491	GATAD2A	protein_coding	19427527	19508927	419	2323	1905	418	3453	5776
ENST00000417647	+	ENSG00000113141	IK	protein_coding	140647770	140662478	140	1813	1674	139	149	1962
ENST00000361070	-	ENSG00000168411	RFWD3	protein_coding	74621394	74666881	99	2423	2325	98	2534	4957
ENST00000380043	+	ENSG00000047634	SCML1	protein_coding	17737469	17754985	329	1237	909	328	1593	2830
ENST00000233616	-	ENSG00000115275	MOGS	protein_coding	74461057	74465410	164	2677	2514	163	218	2895
ENST00000270460	+	ENSG00000063245	EPN1	protein_coding	55675226	55709533	312	2042	1731	311	14177	16219
ENST00000295770	+	ENSG00000163527	STT3B	protein_coding	31532790	31637622	210	2690	2481	209	1558	4248
ENST00000222673	+	ENSG00000105953	OGDH	protein_coding	44606639	44709066	43	3114	3072	42	1067	4181
ENST00000356239	+	ENSG00000127914	AKAP9	protein_coding	91940867	92110673	234	11957	11724	233	514	12471
ENST00000280481	+	ENSG00000150893	FREM2	protein_coding	38687129	38887131	217	9726	9510	216	6344	16070
ENST00000209873	-	ENSG00000094914	AAAS	protein_coding	53307456	53321631	167	1807	1641	166	33	1840
ENST00000360565	+	ENSG00000126461	SCAF1	protein_coding	49642125	49658642	125	4063	3939	124	243	4306
ENST00000257604	+	ENSG00000135148	TRAFD1	protein_coding	112125545	112153603	618	2366	1749	617	812	3178
ENST00000361671	+	ENSG00000135040	NAA35	protein_coding	85941146	86022298	134	2311	2178	133	338	2649
ENST00000324817	-	ENSG00000180182	MED14	protein_coding	40648306	40735531	120	4484	4365	119	3500	7984
ENST00000066544	-	ENSG00000004897	CDC27	protein_coding	47117703	47189266	95	2569	2475	94	3232	5801
ENST00000527323	+	ENSG00000014216	CAPN1	protein_coding	65182462	65211987	241	2385	2145	240	701	3086
ENST00000261509	+	ENSG00000129116	PALLD	protein_coding	168497066	168928457	212	3532	3321	211	2277	5809
ENST00000408888	-	ENSG00000188739	RBM34	protein_coding	235131183	235161457	232	1524	1293	231	530	2054
ENST00000394818	+	ENSG00000149503	INCENP	protein_coding	62123973	62152981	203	2959	2757	202	1005	3964
ENST00000370339	-	ENSG00000149658	YTHDF1	protein_coding	63195429	63216234	343	2022	1680	342	1279	3301
ENST00000535612	+	ENSG00000105676	ARMC6	protein_coding	19033578	19058178	433	1938	1506	432	550	2488
ENST00000337907	-	ENSG00000142599	RERE	protein_coding	8352397	8817465	636	5336	4701	635	2690	8026
ENST00000427646	+	ENSG00000095380	NANS	protein_coding	98078321	98082166	1	348	348	0	1030	1378
ENST00000370282	-	ENSG00000117500	TMED5	protein_coding	93149742	93180728	487	1176	690	486	4928	6104
ENST00000264926	-	ENSG00000070950	RAD18	protein_coding	8877076	8963502	118	1605	1488	117	4281	5886
ENST00000447266	+	ENSG00000112701	SENP6	protein_coding	75602047	75718278	479	3817	3339	478	2684	6501
ENST00000545121	+	ENSG00000134255	CEPT1	protein_coding	111139627	111185102	209	1459	1251	208	792	2251
ENST00000422660	+	ENSG00000136104	RNASEH2B	protein_coding	50909802	50973745	276	1049	774	275	3781	4830
ENST00000370693	+	ENSG00000112208	BAG2	protein_coding	57172326	57189833	373	1008	636	372	5643	6651
ENST00000541412	+	ENSG00000111843	TMEM14C	protein_coding	10722915	10731119	386	724	339	385	453	1177
ENST00000551483	+	ENSG00000111596	CNOT2	protein_coding	70334435	70353937	4156	4731	576	4155	22	4753
ENST00000228347	+	ENSG00000013503	POLR3B	protein_coding	106357658	106510198	223	3624	3402	222	649	4273
ENST00000407418	-	ENSG00000183741	CBX6	protein_coding	38861450	38872314	125	1363	1239	124	4759	6122
ENST00000261192	-	ENSG00000060982	BCAT1	protein_coding	24810022	24949459	528	1688	1161	527	7986	9674
ENST00000398249	-	ENSG00000105723	GSK3A	protein_coding	42230190	42241893	1715	2920	1206	1714	604	3524
ENST00000367178	+	ENSG00000213079	SCAF8	protein_coding	154733325	154834060	577	4392	3816	576	665	5057
ENST00000055077	-	ENSG00000049541	RFC2	protein_coding	74231537	74254444	62	1126	1065	61	569	1695
ENST00000412522	-	ENSG00000105821	DNAJC2	protein_coding	103335242	103344830	209	565	357	208	2468	3033
ENST00000349780	-	ENSG00000136861	CDK5RAP2	protein_coding	120388870	120580158	181	5862	5682	180	366	6228
ENST00000263741	-	ENSG00000078808	SDF4	protein_coding	1216931	1232031	294	1340	1047	293	739	2079
ENST00000282074	-	ENSG00000152253	SPC25	protein_coding	168870894	168890445	143	817	675	142	537	1354
ENST00000224140	-	ENSG00000107290	SETX	protein_coding	132261356	132354985	184	8217	8034	183	2883	11100
ENST00000378746	-	ENSG00000131437	KIF3A	protein_coding	132692628	132737638	220	2319	2100	219	4006	6325
ENST00000294353	+	ENSG00000162378	ZYG11B	protein_coding	52726509	52827342	146	2380	2235	145	5713	8093
ENST00000330634	+	ENSG00000203485	INF2	protein_coding	104689606	104722535	144	3866	3723	143	3712	7578
ENST00000439151	+	ENSG00000165671	NSD1	protein_coding	177133925	177300215	46	8136	8091	45	4756	12892
ENST00000231238	+	ENSG00000113312	TTC1	protein_coding	160009113	160065543	111	989	879	110	478	1467
ENST00000343526	+	ENSG00000122779	TRIM24	protein_coding	138460334	138589993	216	3368	3153	215	5042	8410
ENST00000011619	-	ENSG00000010017	RANBP9	protein_coding	13621498	13711564	60	2249	2190	59	864	3113
ENST00000269143	-	ENSG00000141385	AFG3L2	protein_coding	12328944	12377314	233	2626	2394	232	621	3247
ENST00000520429	-	ENSG00000112237	CCNC	protein_coding	99542380	99568973	447	1298	852	446	1175	2473
ENST00000343218	-	ENSG00000113657	DPYSL3	protein_coding	147390812	147510056	199	2253	2055	198	3223	5476
ENST00000324262	+	ENSG00000133313	CNDP2	protein_coding	74496208	74523454	317	1744	1428	316	3386	5130
ENST00000229329	+	ENSG00000111726	CMAS	protein_coding	22046174	22065663	131	1435	1305	130	352	1787
ENST00000419967	+	ENSG00000105618	PRPF31	protein_coding	54115410	54131719	397	1872	1476	396	397	2269
ENST00000509578	+	ENSG00000127184	COX7C	protein_coding	86617956	86620761	101	292	192	100	1292	1584
ENST00000288699	+	ENSG00000157851	DPYSL5	protein_coding	26848101	26950351	159	1853	1695	158	3356	5209
ENST00000322611	+	ENSG00000176788	BASP1	protein_coding	17217560	17276834	261	944	684	260	934	1878
ENST00000541738	-	ENSG00000138078	PREPL	protein_coding	44317611	44361862	388	2304	1917	387	3745	6049
ENST00000309859	-	ENSG00000103365	GGA2	protein_coding	23463542	23510494	84	1925	1842	83	4048	5973
ENST00000538771	-	ENSG00000079462	PAFAH1B3	protein_coding	42297033	42302777	358	1053	696	357	45	1098
ENST00000562646	-	ENSG00000147274	RBMX	protein_coding	136873958	136880725	156	1046	891	155	1102	2148
ENST00000270066	-	ENSG00000105771	SMG9	protein_coding	43727992	43754990	344	1906	1563	343	3604	5510
ENST00000354232	-	ENSG00000105379	ETFB	protein_coding	51345169	51357106	2469	3509	1041	2468	42	3551
ENST00000449103	-	ENSG00000196576	PLXNB2	protein_coding	50274979	50307627	142	5658	5517	141	725	6383
ENST00000296509	-	ENSG00000164109	MAD2L1	protein_coding	120055608	120067074	341	958	618	340	4510	5468
ENST00000629305	+	ENSG00000204120	GIGYF2	protein_coding	232697305	232860575	198	4163	3966	197	3715	7878
ENST00000255764	-	ENSG00000133398	MED10	protein_coding	6371881	6378594	112	519	408	111	622	1141
ENST00000370360	-	ENSG00000174842	GLMN	protein_coding	92246402	92298976	83	1867	1785	82	128	1995
ENST00000306270	-	ENSG00000005700	IBTK	protein_coding	82169983	82247754	551	4612	4062	550	1442	6054
ENST00000376442	-	ENSG00000204560	DHX16	protein_coding	30653119	30673037	197	3322	3126	196	123	3445
ENST00000370828	-	ENSG00000076716	GPC4	protein_coding	133300103	133415490	526	2196	1671	525	2764	4960
ENST00000511884	+	ENSG00000169851	PCDH7	protein_coding	30722354	31146805	1	2813	2813	0	3956	6769
ENST00000620514	-	ENSG00000118418	HMGN3	protein_coding	79201249	79234738	179	571	393	178	439	1010
ENST00000371558	+	ENSG00000077721	UBE2A	protein_coding	119574467	119584425	246	704	459	245	1170	1874
ENST00000328834	+	ENSG00000182973	CNOT10	protein_coding	32685145	32773875	317	2551	2235	316	264	2815
ENST00000379887	+	ENSG00000166233	ARIH1	protein_coding	72474326	72602985	315	1988	1674	314	19693	21681
ENST00000311502	+	ENSG00000196642	RABL6	protein_coding	136807961	136841187	237	2426	2190	236	665	3091
ENST00000359890	-	ENSG00000100461	RBM23	protein_coding	22893206	22919184	197	1516	1320	196	8524	10040
ENST00000261407	-	ENSG00000111684	LPCAT3	protein_coding	6976186	7018510	87	1550	1464	86	718	2268
ENST00000636438	+	ENSG00000119139	TJP2	protein_coding	69145590	69255199	115	3864	3750	114	825	4689
ENST00000259050	+	ENSG00000136536	7-Mar	protein_coding	159712499	159771027	123	2237	2115	122	3685	5922
ENST00000278840	+	ENSG00000134824	FADS2	protein_coding	61827761	61867354	631	1965	1335	630	1665	3630
ENST00000374677	+	ENSG00000112473	SLC39A7	protein_coding	33200873	33204439	374	1783	1410	373	626	2409
ENST00000320717	+	ENSG00000115419	GLS	protein_coding	190880827	190965552	259	2268	2010	258	2566	4834
ENST00000260641	+	ENSG00000138071	ACTR2	protein_coding	65227753	65271253	158	1342	1185	157	2519	3861
ENST00000331569	+	ENSG00000183779	ZNF703	protein_coding	37695751	37700021	230	2002	1773	229	1347	3349
ENST00000599386	+	ENSG00000130669	PAK4	protein_coding	39125834	39182816	182	1498	1317	181	4237	5735
ENST00000402744	+	ENSG00000109472	CPE	protein_coding	165378942	165498320	281	1711	1431	280	710	2421
ENST00000368346	-	ENSG00000116539	ASH1L	protein_coding	155335268	155562693	641	9550	8910	640	2392	11942
ENST00000369558	+	ENSG00000163349	HIPK1	protein_coding	113929710	113977804	233	3865	3633	232	4292	8157
